player_id,match_id,minutes_played,goals,assists,shots,shots_on_target,passes_attempted,passes_completed,key_passes,tackles,interceptions,duels_won,duels_lost,fouls_committed,yellow_cards,red_cards,xg,xa
P00164,M2024011,90,0,0,0,0,79,72,2,0,0,6,3,1,0,0,0,0.11
P00169,M2024011,65,0,0,0,0,64,54,2,2,1,6,9,2,0,0,0,0.29
P00161,M2024011,90,0,0,0,0,79,56,1,6,4,8,8,3,0,0,0,0.08
P00166,M2024011,90,0,0,1,0,62,50,0,1,2,12,6,4,0,0,0.08,0
P00156,M2024011,90,0,0,0,0,27,22,0,1,2,7,8,3,0,0,0,0
P00155,M2024011,90,0,0,0,0,28,24,0,1,0,9,5,4,0,0,0,0
P00158,M2024011,90,0,0,0,0,74,55,0,2,2,9,5,2,0,0,0,0
P00174,M2024011,80,0,0,2,1,40,31,4,1,2,2,3,4,0,0,0.52,0.14
P00176,M2024011,90,1,0,2,2,34,26,0,0,1,7,11,3,0,0,0.08,0
P00157,M2024011,80,0,0,0,0,55,43,1,5,3,6,8,0,0,0,0,0.02
P00167,M2024011,23,1,0,1,1,19,13,0,3,0,8,7,3,0,0,0.05,0
P00163,M2024011,31,0,0,0,0,24,16,0,3,2,4,7,4,1,0,0,0
P00168,M2024011,32,0,0,3,3,29,23,2,3,1,6,3,2,0,0,0.43,0.18
P00017,M2024011,90,0,0,1,0,79,62,2,6,2,10,7,1,0,0,0.19,0.13
P00015,M2024011,80,0,0,0,0,46,34,2,2,4,8,6,0,0,0,0,0.07
P00009,M2024011,85,0,0,1,0,43,35,2,3,3,4,6,4,1,0,0.19,0.2
P00007,M2024011,90,0,0,0,0,42,29,0,1,2,10,9,0,1,0,0,0
P00001,M2024011,90,0,0,0,0,25,18,0,0,2,3,5,0,0,0,0,0
P00005,M2024011,80,0,0,0,0,55,40,2,5,4,5,6,0,0,0,0,0.19
P00021,M2024011,90,0,0,2,0,21,18,2,0,1,5,7,0,0,0,0.2,0.06
P00002,M2024011,70,0,0,0,0,19,16,0,0,1,5,3,2,0,0,0,0
P00014,M2024011,70,0,0,0,0,56,43,0,5,2,2,3,3,0,0,0,0
P00019,M2024011,90,0,0,4,3,23,20,2,2,0,9,4,4,0,0,0.47,0.28
P00010,M2024011,90,0,0,0,0,60,56,1,0,2,2,3,4,0,0,0,0.11
P00018,M2024011,5,0,0,1,0,2,1,0,0,0,4,5,2,0,0,0.19,0
P00012,M2024011,35,0,0,1,1,38,33,1,3,2,2,3,2,0,0,0.02,0.14
P00016,M2024011,27,1,0,2,2,18,14,0,6,3,5,2,0,0,0,0.12,0
P00117,M2024012,90,0,0,0,0,80,60,2,3,0,8,8,1,0,0,0,0.18
P00118,M2024012,65,0,0,0,0,46,37,0,2,4,5,4,1,0,0,0,0
P00127,M2024012,85,0,0,0,0,75,56,3,0,0,8,8,3,0,0,0,0.17
P00113,M2024012,85,0,0,0,0,39,36,0,4,1,7,4,2,0,0,0,0
P00124,M2024012,85,0,0,1,0,72,63,0,0,2,3,2,1,0,0,0.2,0
P00125,M2024012,65,0,0,2,0,39,33,3,3,4,3,4,1,0,0,0.26,0.31
P00120,M2024012,70,0,0,0,0,51,45,3,6,0,4,4,2,0,0,0,0.09
P00129,M2024012,90,0,0,1,1,42,33,1,1,2,7,11,2,0,0,0.15,0.08
P00122,M2024012,90,0,0,0,0,98,73,4,6,3,11,8,4,0,0,0,0.05
P00114,M2024012,90,0,0,0,0,55,45,1,0,0,2,4,0,0,0,0,0.01
P00123,M2024012,90,1,0,1,1,71,60,0,5,2,10,5,2,0,0,0.02,0
P00115,M2024012,8,0,0,0,0,5,4,2,1,0,5,3,2,0,0,0,0.07
P00131,M2024012,32,0,0,2,1,14,13,2,0,2,11,5,2,0,0,0.29,0.22
P00116,M2024012,35,1,0,1,1,17,15,0,1,1,2,4,0,0,0,0.16,0
P00119,M2024012,19,0,0,1,1,11,8,0,5,0,4,4,0,0,0,0.27,0
P00141,M2024012,80,0,0,0,0,66,62,1,1,1,5,8,0,0,0,0,0.09
P00148,M2024012,85,0,0,0,0,69,58,0,0,4,7,4,3,0,0,0,0
P00136,M2024012,85,0,0,0,0,51,37,0,6,3,6,9,2,0,0,0,0
P00137,M2024012,90,0,0,0,0,42,35,0,5,0,9,4,4,0,0,0,0
P00150,M2024012,90,0,0,5,2,47,41,2,2,2,4,2,1,0,0,0.45,0.24
P00153,M2024012,90,0,2,2,1,44,35,0,2,1,8,6,1,0,0,0.06,0
P00135,M2024012,70,0,0,0,0,45,36,0,1,3,9,11,1,0,0,0,0
P00145,M2024012,90,0,0,2,0,59,46,4,5,1,2,4,3,0,0,0.59,0.39
P00144,M2024012,85,0,0,1,0,70,57,1,1,3,4,3,3,0,0,0.11,0.02
P00138,M2024012,80,0,0,0,0,36,30,4,3,2,5,3,1,0,0,0,0.42
P00152,M2024012,90,0,0,3,1,32,26,1,2,1,3,4,4,0,0,0.59,0.11
P00151,M2024012,8,0,0,1,0,3,2,0,0,2,6,5,0,0,0,0.01,0
P00134,M2024012,16,0,0,1,0,5,4,0,2,0,5,7,4,0,0,0.16,0
P00143,M2024012,15,0,0,1,1,15,10,2,1,0,4,7,1,0,0,0.06,0.11
P00146,M2024012,7,0,1,1,1,5,4,3,5,3,5,4,0,0,0,0.19,0.29
P00149,M2024012,25,0,1,2,2,19,18,1,0,4,4,8,0,0,0,0.24,0.05
P00119,M2024013,90,0,0,0,0,76,69,1,4,0,2,4,3,0,0,0,0.1
P00115,M2024013,70,0,0,0,0,59,43,0,4,1,3,6,4,0,0,0,0
P00118,M2024013,80,0,0,0,0,69,55,1,3,2,10,9,2,0,0,0,0.11
P00132,M2024013,85,0,0,0,0,41,31,0,0,0,8,4,1,0,0,0,0
P00111,M2024013,75,0,0,0,0,27,23,0,2,0,10,10,4,0,0,0,0
P00114,M2024013,80,0,0,0,0,65,57,0,5,4,3,3,1,0,0,0,0
P00123,M2024013,90,0,0,2,2,81,64,0,0,2,8,4,0,0,0,-0.35,0
P00127,M2024013,70,0,1,3,0,69,62,0,0,4,9,10,2,0,0,4.15,0
P00117,M2024013,90,0,0,0,0,49,39,3,0,1,5,8,3,0,0,0,0.4
P00112,M2024013,65,0,0,0,0,24,17,0,1,2,6,12,1,0,0,0,0
P00126,M2024013,90,0,0,0,0,80,75,4,0,3,11,9,1,0,0,0,0.53
P00129,M2024013,31,0,0,3,1,6,4,0,0,2,4,8,2,0,0,0.01,0
P00122,M2024013,7,0,0,2,0,7,5,0,6,0,9,4,1,0,0,0.28,0
P00128,M2024013,28,0,0,2,0,14,11,1,0,0,4,5,2,0,0,0.26,0.09
P00036,M2024013,90,0,1,1,1,61,43,0,5,2,5,6,2,0,0,0.06,0
P00039,M2024013,90,0,0,0,0,85,75,0,2,2,7,9,2,0,0,0,0
P00032,M2024013,80,0,0,0,0,68,64,2,6,1,6,5,0,1,0,0,0.1
P00030,M2024013,90,0,0,0,0,42,30,1,5,2,11,5,3,0,0,0,0.07
P00041,M2024013,65,0,0,3,1,17,13,3,0,2,7,4,3,0,0,0.46,0.03
P00033,M2024013,85,0,0,1,1,81,61,1,6,4,10,9,4,0,0,0.09,0.04
P00044,M2024013,85,0,1,1,0,26,24,0,0,2,8,4,1,0,1,0.1,0
P00040,M2024013,90,1,0,3,2,39,30,4,2,0,7,9,2,0,0,0.48,0.59
P00023,M2024013,90,0,0,0,0,32,29,0,1,2,7,4,1,0,0,0,0
P00031,M2024013,90,0,0,0,0,67,53,3,0,3,5,5,1,0,0,0,0.33
P00029,M2024013,90,0,0,0,0,65,56,0,1,0,8,10,3,0,0,0,0
P00024,M2024013,24,0,0,0,0,8,5,0,0,2,2,4,0,0,0,0,0
P00028,M2024013,5,0,0,1,0,4,3,0,5,0,4,7,4,0,0,0.09,0
P00025,M2024013,22,0,0,0,0,19,15,0,0,0,5,9,3,0,0,0,0
P00042,M2024013,9,0,1,2,1,3,2,2,0,1,7,3,1,0,0,0.21,0.18
P00026,M2024013,34,0,0,0,0,15,12,0,4,2,6,4,1,0,0,0,0
P00004,M2024014,90,0,0,0,0,70,63,0,3,2,3,6,1,0,0,0,0
P00009,M2024014,80,0,0,0,0,71,55,2,5,1,8,9,3,0,0,0,0.16
P00016,M2024014,80,0,0,1,0,57,45,0,6,0,9,7,1,0,0,0.1,0
P00012,M2024014,75,0,0,0,0,70,66,3,1,1,4,8,1,0,0,0,0.06
P00021,M2024014,90,0,0,0,0,38,27,2,0,0,4,5,0,0,0,0,0.25
P00003,M2024014,90,0,0,0,0,73,63,0,3,2,12,7,0,0,0,0,0
P00001,M2024014,75,0,0,0,0,16,12,0,1,2,10,9,2,0,0,0,0
P00014,M2024014,90,2,0,3,3,63,50,0,3,1,4,3,3,0,0,0.36,0
P00017,M2024014,90,0,0,1,1,88,78,0,1,2,5,5,0,0,0,0.27,0
P00013,M2024014,70,0,0,0,0,66,55,1,6,3,2,4,0,0,1,0,0.05
P00011,M2024014,90,0,0,2,2,93,67,1,5,4,4,4,1,1,0,0.29,0.13
P00010,M2024014,26,0,0,0,0,23,16,2,1,1,7,3,4,0,0,0,0.2
P00006,M2024014,30,0,0,0,0,19,15,2,3,0,7,10,4,0,0,0,0.17
P00015,M2024014,5,0,1,0,0,4,3,2,0,3,4,4,1,0,0,0,0.08
P00094,M2024014,90,0,0,0,0,79,74,0,5,3,8,11,0,0,0,0,0
P00103,M2024014,75,0,1,0,0,56,44,1,6,0,6,6,3,0,0,0,0.07
P00097,M2024014,90,0,0,0,0,46,42,3,6,3,5,6,0,0,0,0,0.22
P00104,M2024014,90,0,0,0,0,80,58,0,4,0,6,11,2,0,0,0,0
P00108,M2024014,90,0,0,3,3,22,16,0,0,1,13,6,4,0,0,0.17,0
P00109,M2024014,90,0,0,5,2,33,27,1,0,2,8,10,4,0,1,1.17,0.09
P00093,M2024014,85,0,0,0,0,56,39,2,1,3,5,10,3,0,0,0,0.3
P00090,M2024014,85,0,0,0,0,35,25,0,0,2,5,6,4,0,0,0,0
P00098,M2024014,90,0,0,0,0,40,31,0,2,2,5,3,3,0,0,0,0
P00096,M2024014,65,0,0,0,0,36,29,0,4,4,5,5,3,0,0,0,0
P00089,M2024014,80,0,0,1,0,19,17,0,0,0,2,3,3,0,0,0.19,0
P00100,M2024014,21,0,0,1,0,17,12,2,4,3,3,5,3,0,0,0.24,0.14
P00102,M2024014,30,0,1,2,0,33,24,0,5,2,9,5,3,0,1,3.69,0
P00107,M2024014,31,0,1,3,2,11,8,4,0,2,11,6,4,0,0,0.35,0.44
P00095,M2024014,10,0,0,0,0,5,4,0,0,4,11,6,2,0,0,0,0
P00155,M2024015,80,0,0,0,0,23,19,0,0,2,11,6,0,0,0,0,0
P00168,M2024015,85,0,0,0,0,83,60,0,2,1,2,5,2,0,0,0,0
P00176,M2024015,90,0,0,2,2,32,29,1,1,0,4,6,1,0,0,0.51,0.02
P00173,M2024015,65,0,0,2,0,31,23,0,2,0,2,3,1,0,0,0.54,0
P00159,M2024015,90,0,0,0,0,48,36,1,0,2,7,7,3,0,0,0,0.14
P00174,M2024015,75,0,0,3,3,31,24,2,2,1,12,6,3,0,0,0.29,0.03
P00157,M2024015,90,0,0,1,0,68,50,0,4,2,8,10,4,0,0,0.05,0
P00164,M2024015,90,0,0,0,0,63,49,2,0,0,9,6,2,0,0,0,0.1
P00161,M2024015,90,0,0,0,0,53,38,0,4,0,11,7,3,0,0,0,0
P00171,M2024015,90,0,0,3,3,88,68,0,4,0,4,10,4,0,0,0.26,0
P00166,M2024015,70,0,0,3,0,39,27,0,6,3,6,8,2,0,0,0.28,0
P00160,M2024015,27,1,0,1,1,14,12,3,0,0,4,8,0,0,0,0.26,0.33
P00169,M2024015,28,1,0,3,2,15,14,2,2,0,2,6,2,1,0,0.55,0.24
P00165,M2024015,9,0,0,1,0,5,4,2,3,3,4,4,1,0,0,0.29,0.1
P00175,M2024015,13,0,0,3,0,6,5,1,2,0,2,5,3,1,0,0.19,0.12
P00158,M2024015,11,0,0,0,0,8,6,0,2,3,6,3,0,0,0,0,0
P00130,M2024015,80,0,0,1,1,36,29,0,0,2,3,4,1,0,0,0.15,0
P00127,M2024015,90,0,0,1,1,61,51,1,3,4,7,11,0,0,0,0.07,0.01
P00117,M2024015,90,0,0,0,0,54,49,1,3,3,6,11,2,0,0,0,0.03
P00123,M2024015,90,0,0,0,0,94,80,2,6,1,4,6,0,0,0,0,0.14
P00132,M2024015,90,0,2,0,0,48,34,1,0,2,11,5,4,1,0,0,0.07
P00113,M2024015,80,0,0,0,0,48,39,0,1,0,3,5,2,0,0,0,0
P00119,M2024015,90,0,0,0,0,40,36,0,2,4,7,13,4,0,0,0,0
P00128,M2024015,80,0,0,1,1,37,34,0,2,0,7,4,3,0,0,0.26,0
P00131,M2024015,90,0,1,5,4,31,28,0,1,1,5,9,4,0,0,0.92,0
P00121,M2024015,65,0,0,2,1,67,49,1,4,2,4,6,2,1,0,0.27,0.03
P00115,M2024015,90,0,0,0,0,62,53,0,2,1,11,5,4,0,0,0,0
P00129,M2024015,13,0,0,1,0,7,5,0,1,1,8,4,3,0,0,0.03,0
P00112,M2024015,14,0,0,0,0,5,4,0,1,2,5,4,1,0,0,0,0
P00114,M2024015,14,0,0,0,0,12,9,0,6,3,3,5,3,0,0,0,0
P00124,M2024015,16,1,0,1,1,15,10,2,0,1,9,5,4,0,0,0.16,0.17
P00111,M2024015,17,0,0,0,0,3,2,0,2,1,2,4,2,0,0,0,0
P00208,M2024016,85,0,0,0,0,37,33,1,1,0,2,5,4,0,0,0,0.04
P00217,M2024016,85,0,0,2,0,33,31,2,2,1,13,6,4,0,0,0.01,0.04
P00214,M2024016,85,0,0,1,0,64,49,0,4,3,9,7,3,0,0,0.14,0
P00209,M2024016,90,0,0,0,0,87,67,1,5,4,6,13,2,0,0,0,0.11
P00200,M2024016,90,0,0,1,0,31,28,0,2,1,2,5,1,0,0,0.1,0
P00202,M2024016,90,0,0,0,0,59,54,0,6,3,12,5,4,0,0,0,0
P00216,M2024016,85,0,0,1,1,35,29,1,0,0,4,6,0,0,0,0.1,0.03
P00210,M2024016,75,0,1,0,0,80,73,2,3,0,3,3,0,1,0,0,0.13
P00215,M2024016,90,0,0,0,0,78,61,4,4,4,4,7,3,0,0,0,0.12
P00207,M2024016,75,0,0,0,0,64,45,3,0,1,4,2,0,0,0,0,0.25
P00201,M2024016,80,0,0,1,1,47,39,1,2,2,6,3,3,0,0,0.02,0.01
P00213,M2024016,8,0,0,1,0,6,4,2,2,2,10,7,0,0,0,0.09,0.16
P00204,M2024016,24,0,0,0,0,17,14,1,0,4,14,6,2,0,0,0,0.06
P00205,M2024016,6,0,0,0,0,5,4,0,6,0,6,6,4,0,0,0,0
P00219,M2024016,7,1,1,4,4,3,2,3,1,2,2,4,3,0,0,0.52,0.14
P00220,M2024016,5,0,0,4,0,2,1,1,1,2,2,3,0,0,0,0.15,0.11
P00004,M2024016,90,0,0,0,0,74,62,4,0,1,2,4,1,0,0,0,0.19
P00020,M2024016,65,0,0,1,1,15,10,3,0,1,11,5,1,0,0,0.11,0.25
P00012,M2024016,70,0,0,1,0,59,51,1,2,0,7,4,4,0,0,0.06,0.06
P00021,M2024016,65,2,0,3,3,33,23,0,1,1,2,5,4,0,0,0.34,0
P00007,M2024016,90,0,0,0,0,74,52,0,4,2,3,2,2,0,0,0,0
P00011,M2024016,75,1,0,1,1,80,71,2,4,3,9,5,4,0,0,0.17,0.16
P00014,M2024016,80,1,0,3,1,82,76,0,1,4,6,8,3,1,0,0.24,0
P00015,M2024016,75,0,0,0,0,76,59,0,1,3,6,13,0,0,0,0,0
P00001,M2024016,90,0,0,0,0,22,16,0,2,2,10,5,3,0,0,0,0
P00022,M2024016,90,1,0,3,1,27,19,0,2,2,11,8,0,0,0,0.86,0
P00013,M2024016,90,0,0,2,1,65,51,0,3,0,3,4,2,0,0,0.41,0
P00018,M2024016,14,0,0,1,1,5,4,0,1,2,2,3,0,0,0,0.18,0
P00002,M2024016,15,0,0,0,0,6,5,0,2,1,5,6,4,1,0,0,0
P00006,M2024016,7,0,0,1,0,5,4,1,4,3,5,3,4,0,0,0.2,0.08
P00085,M2024017,90,0,0,2,1,34,30,0,0,2,7,5,3,0,0,0.36,0
P00076,M2024017,90,0,0,0,0,72,68,1,5,1,7,3,0,0,0,0,0.11
P00074,M2024017,90,0,0,1,1,50,47,0,6,4,12,5,2,0,0,0.07,0
P00077,M2024017,75,0,2,1,0,43,30,3,3,3,12,7,3,0,0,0.04,0.08
P00086,M2024017,70,0,1,0,0,29,24,1,1,1,7,8,4,0,0,0,0.12
P00078,M2024017,90,0,0,1,1,98,72,0,6,1,10,8,4,0,0,0.1,0
P00084,M2024017,90,0,0,1,0,49,37,1,0,0,5,8,1,0,0,0.05,0.09
P00082,M2024017,85,0,0,0,0,48,38,0,4,3,10,9,3,0,0,0,0
P00072,M2024017,90,0,0,0,0,56,40,0,2,0,10,6,1,0,0,0,0
P00083,M2024017,85,0,0,1,0,66,60,0,0,4,6,9,4,0,0,1.71,0
P00068,M2024017,90,0,0,1,0,28,22,0,1,0,9,11,1,0,0,0.15,0
P00071,M2024017,18,0,0,0,0,15,12,2,0,3,7,6,4,0,0,0,0.16
P00080,M2024017,31,0,0,0,0,27,22,1,4,2,9,11,1,0,0,0,0.11
P00079,M2024017,15,0,0,0,0,10,8,0,0,2,10,7,3,0,0,0,0
P00075,M2024017,5,0,0,0,0,4,3,2,3,0,6,9,2,0,0,0,0.13
P00067,M2024017,20,0,0,0,0,6,5,0,0,1,9,10,4,0,0,0,0
P00020,M2024017,85,0,2,2,0,43,35,2,0,1,7,3,2,0,0,0.15,0.0
P00022,M2024017,85,0,0,2,1,18,13,2,0,0,8,5,3,0,0,0.44,0.08
P00011,M2024017,80,0,0,2,1,74,62,0,5,4,7,10,4,0,0,0.26,0
P00005,M2024017,90,0,0,0,0,76,62,0,0,1,10,8,3,0,0,0,0
P00018,M2024017,65,1,0,3,2,24,18,4,1,0,9,10,4,0,0,0.13,0.38
P00001,M2024017,90,0,0,1,0,22,16,0,2,1,4,8,3,0,0,0.1,0
P00017,M2024017,85,0,0,1,0,59,52,2,4,3,11,4,1,0,0,0.15,0.26
P00013,M2024017,90,0,0,1,1,83,73,0,3,0,4,2,3,0,0,0.15,0
P00007,M2024017,90,0,0,0,0,67,63,2,5,2,8,7,2,0,0,0,0.09
P00002,M2024017,65,0,0,0,0,28,21,0,1,0,10,5,1,0,0,0,0
P00012,M2024017,90,0,0,1,0,62,46,0,3,2,2,6,3,0,0,0.19,0
P00010,M2024017,5,0,0,1,1,3,2,0,4,3,7,6,1,1,0,0.22,0
P00016,M2024017,8,0,0,0,0,8,7,0,6,4,9,4,4,0,0,0,0
P00004,M2024017,11,0,0,0,0,9,6,0,6,0,5,10,0,0,0,0,0
P00003,M2024017,14,0,0,0,0,7,5,0,6,3,9,11,4,0,0,0,0
P00182,M2024018,90,1,0,1,1,62,54,0,4,1,8,9,0,0,0,0.06,0
P00197,M2024018,70,1,0,4,4,16,13,1,1,0,5,8,0,0,0,1.04,0.14
P00185,M2024018,90,0,0,0,0,74,66,0,0,4,5,4,1,0,0,0,0
P00181,M2024018,90,0,0,0,0,43,33,2,2,1,2,3,2,0,0,0,0.3
P00190,M2024018,90,1,0,1,1,54,40,2,1,2,2,5,0,0,0,0.15,0.05
P00191,M2024018,90,0,0,0,0,71,57,2,0,4,7,12,0,0,0,0,0.1
P00192,M2024018,90,0,0,0,0,79,56,2,1,2,7,4,1,0,0,0,0.09
P00188,M2024018,90,1,0,2,1,68,52,1,0,3,9,7,2,0,0,0.5,0.1
P00189,M2024018,85,0,0,0,0,88,71,1,5,2,5,6,4,0,0,0,0.04
P00195,M2024018,90,0,0,1,0,40,29,0,2,1,9,7,4,0,0,0.03,0
P00187,M2024018,90,0,0,1,1,72,55,1,1,0,12,7,3,0,0,0.22,0.07
P00194,M2024018,24,0,0,2,2,13,11,2,2,0,9,9,2,0,0,0.02,0.15
P00186,M2024018,35,0,0,0,0,28,20,4,6,1,5,4,0,0,0,0,0.46
P00184,M2024018,10,0,0,0,0,5,3,0,2,0,4,6,1,0,0,0,0
P00100,M2024018,80,0,0,2,0,62,55,0,6,2,9,5,3,0,0,0.21,0
P00089,M2024018,90,0,0,1,0,27,21,0,1,2,2,3,3,0,0,0.04,0
P00104,M2024018,90,0,0,1,0,68,52,1,3,0,9,4,3,0,0,0.16,0.02
P00094,M2024018,80,0,0,0,0,57,51,0,2,1,10,7,0,0,0,0,0
P00110,M2024018,90,0,0,1,0,45,41,1,1,2,10,5,2,0,0,0.13,0.11
P00092,M2024018,90,0,0,1,1,79,69,1,0,3,5,9,3,0,0,0.18,0.06
P00108,M2024018,75,0,0,0,0,24,18,0,1,1,3,3,2,0,0,0,0
P00097,M2024018,85,0,0,0,0,46,39,1,2,2,11,8,1,0,0,0,0.14
P00099,M2024018,90,0,0,1,0,96,82,2,3,4,3,4,2,0,0,0.29,0.08
P00095,M2024018,75,0,0,0,0,39,35,1,2,4,7,5,0,0,0,0,0.11
P00106,M2024018,75,0,0,1,0,40,29,0,0,1,3,8,3,0,0,0.14,0
P00103,M2024018,8,0,0,0,0,6,4,1,5,4,11,8,4,0,0,-0.24,0.14
P00102,M2024018,19,0,1,0,0,17,12,1,5,3,6,7,4,0,0,0,0.08
P00109,M2024018,21,1,0,2,1,7,4,1,0,2,9,7,3,0,0,0.58,0.08
P00084,M2024019,90,1,0,3,3,44,34,0,2,2,8,7,4,0,0,0.45,0
P00071,M2024019,90,0,0,1,0,65,50,1,2,3,6,4,0,0,0,0.29,0.06
P00079,M2024019,90,0,0,1,0,96,77,0,4,1,5,5,3,0,0,0.01,0
P00070,M2024019,90,0,0,0,0,52,47,0,2,1,5,5,1,0,0,0,0
P00085,M2024019,90,1,0,1,1,34,28,0,2,1,4,6,0,1,0,0.2,0
P00086,M2024019,70,0,0,0,0,21,19,1,2,2,2,3,0,0,0,0,0.12
P00073,M2024019,80,0,0,0,0,60,48,0,1,2,5,3,2,0,0,0,0
P00088,M2024019,90,0,0,0,0,22,17,2,0,1,7,8,3,0,0,0,0.08
P00068,M2024019,90,0,0,0,0,20,15,0,1,2,10,6,2,0,0,0,0
P00076,M2024019,90,0,0,0,0,48,35,0,3,2,4,8,1,0,0,-0.25,0
P00087,M2024019,70,0,0,2,1,24,20,1,2,1,8,8,3,0,0,0.29,0.07
P00072,M2024019,7,0,0,0,0,4,3,0,4,0,5,6,3,0,0,-0.4,0
P00078,M2024019,30,0,0,1,0,24,20,0,0,2,3,4,4,0,0,0.02,0
P00081,M2024019,21,0,0,0,0,22,16,3,6,1,7,5,3,0,0,0,0.12
P00091,M2024019,90,0,0,0,0,52,42,1,3,1,4,4,1,0,0,0,0.0
P00093,M2024019,80,0,0,0,0,46,38,1,6,3,2,3,3,0,0,0,0.03
P00105,M2024019,65,0,1,0,0,46,36,1,4,2,7,12,1,0,0,0,0.15
P00098,M2024019,90,0,0,0,0,59,42,2,2,4,4,6,0,0,0,0,0.15
P00090,M2024019,90,0,0,0,0,39,29,0,2,0,6,9,3,0,0,0,0
P00095,M2024019,65,1,0,1,1,41,31,0,6,2,6,10,2,0,0,0.09,0
P00096,M2024019,75,0,0,0,0,54,38,1,5,1,12,7,0,0,0,0,0.1
P00092,M2024019,90,0,0,0,0,64,50,1,1,1,13,6,0,1,0,0,0.11
P00107,M2024019,65,0,1,4,3,25,19,4,2,1,2,4,2,0,0,1.11,0.07
P00101,M2024019,90,1,1,2,1,87,67,0,0,3,5,7,4,0,0,3.66,0
P00102,M2024019,90,1,1,2,2,73,67,1,1,1,8,7,3,0,0,0.58,0.04
P00106,M2024019,9,0,1,1,1,4,2,1,2,1,2,3,0,0,0,0.1,0.08
P00094,M2024019,7,0,0,0,0,5,3,1,0,4,6,4,0,0,0,0,0.1
P00108,M2024019,26,0,1,2,1,12,8,0,0,2,7,8,3,0,0,0.18,0
P00089,M2024019,5,0,0,0,0,1,0,0,0,2,8,7,1,0,0,0,0
P00019,M2024020,65,1,0,2,1,18,13,1,1,0,7,4,0,0,0,0.26,0.13
P00005,M2024020,80,0,0,0,0,56,39,1,1,1,9,8,0,1,0,0,0.14
P00007,M2024020,75,0,0,0,0,59,52,0,2,3,4,7,0,0,0,0,0
P00021,M2024020,90,0,1,0,0,32,30,0,1,1,3,4,2,0,0,0,0
P00020,M2024020,70,0,1,0,0,33,28,0,0,0,5,5,1,0,0,0,0
P00010,M2024020,85,0,0,0,0,54,42,1,1,3,4,6,4,0,0,0,0.12
P00006,M2024020,90,0,0,0,0,71,53,1,2,2,5,10,0,0,0,0,0.01
P00002,M2024020,90,0,0,0,0,39,34,0,0,0,2,6,1,1,0,0,0
P00001,M2024020,65,0,0,1,1,28,25,0,0,1,10,10,2,0,0,0.11,0
P00009,M2024020,90,0,0,0,0,76,56,0,1,1,7,5,0,0,0,0,0
P00017,M2024020,90,0,2,2,1,92,77,1,2,1,7,8,1,0,0,0.02,0.14
P00008,M2024020,11,0,0,1,0,5,4,2,1,1,8,9,4,0,0,0.06,0.26
P00016,M2024020,11,0,0,1,1,8,6,1,2,2,4,6,3,0,0,0.03,0.13
P00013,M2024020,30,0,1,1,0,19,13,4,6,0,4,4,2,0,0,0.14,0.33
P00193,M2024020,85,0,0,1,0,52,45,1,6,4,8,4,1,0,0,0.13,0.03
P00182,M2024020,90,0,0,0,0,73,68,2,3,2,5,4,2,1,0,0,0.17
P00189,M2024020,85,0,0,3,0,54,39,2,6,1,11,6,3,0,0,0.75,0.02
P00198,M2024020,70,0,0,1,0,18,15,2,0,2,4,4,4,0,0,0.14,0.2
P00183,M2024020,80,0,0,0,0,39,35,2,5,2,9,4,0,0,0,0,0.03
P00181,M2024020,70,0,0,0,0,55,48,0,0,0,7,9,3,0,0,0,0
P00184,M2024020,70,0,0,0,0,44,40,1,2,3,9,4,0,1,0,0,0.07
P00196,M2024020,90,0,1,1,1,32,27,2,2,1,3,3,4,0,0,0.03,0.03
P00177,M2024020,85,0,0,0,0,36,28,0,1,2,2,4,3,0,0,0,0
P00180,M2024020,75,0,0,0,0,55,47,0,4,1,3,2,2,1,0,0,0
P00188,M2024020,75,0,1,0,0,60,47,3,2,3,2,4,2,0,0,0,0.25
P00190,M2024020,28,1,0,1,1,25,22,0,4,4,5,7,2,0,0,0.19,0
P00194,M2024020,10,0,0,3,1,3,2,1,1,0,4,6,0,0,0,0.46,0.1
P00185,M2024020,10,0,0,0,0,4,2,0,4,3,5,8,2,0,0,0,0
P00178,M2024020,35,0,0,0,0,11,9,0,0,1,6,6,0,0,0,0,0
P00191,M2024020,12,0,0,2,0,8,6,2,1,0,6,8,0,0,0,0.26,0.17
P00006,M2024021,90,0,0,0,0,60,54,4,1,4,3,6,4,0,0,0,0.06
P00017,M2024021,90,1,0,2,2,67,56,0,4,3,11,9,0,0,0,0.34,0
P00019,M2024021,90,0,0,4,1,50,43,1,2,0,10,10,1,0,0,0.54,0.08
P00013,M2024021,85,0,0,2,1,87,73,2,4,0,9,7,0,0,0,0.44,0.22
P00020,M2024021,75,0,0,1,0,40,32,0,0,0,9,8,3,0,0,0.14,0
P00009,M2024021,90,0,0,0,0,67,61,1,1,2,7,10,2,0,0,0,0.05
P00012,M2024021,90,0,0,1,0,56,41,3,4,0,2,3,2,1,0,0.17,0.39
P00018,M2024021,85,0,2,1,0,21,19,3,2,1,7,3,1,0,0,0.13,0.28
P00015,M2024021,75,0,1,0,0,56,40,1,4,4,7,3,3,0,0,0,0.09
P00005,M2024021,80,0,0,0,0,60,56,1,0,2,5,7,1,0,0,0,0.12
P00007,M2024021,65,0,0,0,0,55,39,1,5,2,11,6,1,0,0,0,0.11
